s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,qc,c,pred,mse,score
n,n,n,y,y,n,y,n,n,n,n,y,s9,1.028215697,-0.264749104
n,n,n,n,n,n,n,n,y,y,n,n,s6,1.028912076,-0.126806178
n,n,n,n,n,y,y,y,y,y,n,n,s4,1.029755661,-0.38330432
n,n,n,n,n,n,n,n,n,n,n,y,s3,1.029990886,0.040340598
n,n,n,n,y,y,y,y,n,n,n,y,s8,1.030203506,-0.05752158
n,n,n,y,y,y,n,n,n,n,n,n,s8,1.030557856,-0.088234496
n,n,n,n,y,y,n,y,n,n,n,n,s3,1.031183176,-0.135388803
n,n,n,n,n,n,n,n,y,y,n,y,s5,1.031782428,-0.020923126
n,n,n,n,n,n,n,n,n,y,n,y,s3,1.032872612,0.082886425
n,n,n,n,y,y,n,y,n,n,n,n,s8,1.033654113,-0.208745775
n,n,n,n,n,n,n,n,n,y,n,n,c,1.033794324,-0.006476893
n,n,n,n,n,n,y,n,n,n,n,y,s9,1.034616159,-0.389230969
n,n,n,n,y,n,n,n,n,y,n,y,s3,1.035362795,0.132196151
n,n,n,n,n,n,y,n,n,n,n,n,s7,1.035662236,0.131666998
n,n,n,n,n,n,n,y,y,n,y,n,c,1.035862657,-0.131926292
n,y,n,y,n,n,n,n,n,n,n,n,s8,1.036358088,-0.025699157
n,n,n,n,n,y,n,n,y,n,y,y,s7,1.036635948,0.148216228
n,n,n,n,n,n,y,n,n,y,n,n,s3,1.037130011,-0.048651632
n,n,n,y,y,y,n,n,n,n,n,y,s9,1.037388212,-0.277355372
n,n,n,n,n,n,n,n,n,y,n,y,s0,1.038221653,0.10361683
n,n,n,n,y,n,n,n,y,n,n,y,s5,1.038585806,0.043965249
n,n,n,n,n,n,n,n,y,n,n,n,s2,1.038647717,-0.090592464
n,n,n,n,n,y,y,n,n,n,n,n,s2,1.039394501,0.078439117
n,n,n,y,n,n,n,y,n,y,n,y,s4,1.040137916,0.052252133
n,n,n,y,n,n,n,y,y,n,n,y,s5,1.040275064,0.105948963
n,n,y,y,n,n,n,y,n,n,n,n,s8,1.041239759,-0.226896973
n,n,n,y,y,n,n,n,n,n,n,n,s6,1.041428301,-0.139667787
n,y,n,n,n,n,n,y,n,n,n,n,s3,1.041453515,0.134668463
n,n,n,y,y,n,n,n,y,n,n,n,s7,1.043035263,-0.034860081
n,n,y,n,n,n,n,n,n,n,y,y,s7,1.043206682,-0.183503448
n,n,n,n,n,n,n,y,n,n,n,y,s0,1.04329381,-0.714178115
n,n,n,y,n,n,n,n,n,y,y,n,c,1.043430584,0.098001944
n,n,n,n,n,n,n,y,n,n,y,n,s9,1.043607428,0.230110172
n,n,n,n,n,n,n,n,y,n,n,y,s2,1.043882944,-0.183165153
n,y,n,n,y,n,n,n,n,n,n,n,s8,1.044147711,-0.372605725
n,n,y,n,n,n,n,n,n,n,y,n,s9,1.044240748,-0.032920398
n,y,n,n,n,n,n,n,y,n,n,n,s5,1.044984189,-0.074222977
n,n,n,y,y,n,n,n,y,n,n,y,qc,1.045245088,-0.246626315
n,n,y,n,n,n,n,y,n,n,n,n,s1,1.04682956,-0.160452822
n,n,y,n,n,n,n,n,n,n,y,y,s5,1.04707745,-0.300037106
n,n,n,n,n,n,y,n,n,y,y,y,s7,1.047378009,-0.327382012
n,n,n,n,n,y,n,n,y,n,n,n,qc,1.048217103,-0.10899347
n,n,n,n,n,y,y,n,n,n,y,n,c,1.048492612,-0.204252521
n,n,y,y,n,n,n,n,n,n,n,n,c,1.048644284,0.143827304
n,n,n,y,n,n,n,n,n,n,n,y,s1,1.049720513,0.014023072
n,n,n,y,n,y,y,n,n,n,n,n,c,1.049734796,-0.24888387
n,n,n,n,n,n,n,n,n,n,n,y,qc,1.050281322,-0.080961198
n,n,n,n,n,n,n,n,y,n,n,n,c,1.050972532,-0.024139679
n,n,n,n,y,y,n,n,y,y,y,n,s7,1.050983762,-0.180924408
n,n,y,y,n,n,n,n,n,y,n,n,c,1.051325293,0.234446153
n,n,n,n,n,y,n,y,y,n,n,n,qc,1.05135269,-0.053499325
n,n,n,y,n,y,n,n,n,n,n,y,s4,1.051892651,-0.045038734
n,n,n,n,n,n,y,y,n,n,n,n,s2,1.052279325,-0.254293591
n,n,n,n,n,y,y,y,n,n,n,y,s3,1.052286659,0.092584473
n,n,n,n,y,y,y,n,n,n,y,n,s8,1.052295316,0.15271875
n,n,n,y,n,n,y,n,y,n,n,y,qc,1.053022022,-0.223760801
n,n,n,n,n,y,n,y,n,y,n,n,s2,1.054722345,-0.046336734
n,n,n,y,n,y,n,n,n,y,y,n,c,1.054993189,0.024720567
n,n,n,y,n,y,n,n,y,n,y,n,c,1.056250292,0.028419522
n,n,n,y,n,n,y,n,n,n,n,y,s4,1.056399035,-0.001377684
n,n,n,n,n,n,n,y,n,n,y,n,s1,1.056498905,0.024321607
n,n,n,y,y,y,y,n,n,n,n,n,s8,1.056634066,-0.235618324
n,n,n,y,n,n,n,n,y,n,y,n,c,1.056696177,0.082802968
n,n,n,n,n,y,n,y,n,y,n,n,s3,1.057059047,-0.125889412
n,n,n,n,n,n,y,n,n,n,y,n,s1,1.057220616,0.173408998
n,n,n,y,y,n,y,n,n,n,n,n,s2,1.057805256,-0.006137625
n,n,y,n,n,n,y,y,n,n,n,n,s3,1.058050569,0.102703763
n,n,n,y,y,n,n,y,n,n,n,n,s9,1.059072166,0.05123831
n,n,n,n,n,y,y,n,y,n,n,n,c,1.059379588,-0.150523957
n,y,n,n,n,n,n,n,y,n,n,n,c,1.059392754,0.047183873
n,n,n,n,y,n,n,y,y,n,n,y,s3,1.059406247,0.032398869
n,n,y,n,n,n,n,n,n,y,y,n,c,1.060220162,-0.137770808
n,n,n,n,n,y,n,n,n,n,y,n,s2,1.0604178,0.086240972
n,n,n,y,y,n,n,n,n,y,y,n,s7,1.060848333,0.17683934
n,n,n,n,n,n,y,n,y,y,n,y,qc,1.06138768,-0.409566324
n,n,n,n,n,y,y,n,n,n,y,y,s3,1.061433351,-0.104332931
n,n,n,y,n,n,y,n,n,n,y,y,s7,1.061686872,0.209021739
n,n,n,y,n,y,n,n,n,n,n,n,s1,1.061890591,0.070433078
n,n,n,n,n,n,n,n,n,y,y,n,s5,1.062071317,0.012841498
n,n,n,n,y,y,n,n,n,y,n,n,s6,1.062142152,0.192173759
n,n,n,n,y,y,n,n,n,n,n,n,s8,1.063570651,-0.243729904
n,n,n,n,y,n,n,n,n,n,y,n,s1,1.06380232,-0.046320546
n,n,n,n,y,n,y,y,n,y,n,n,qc,1.063917587,-0.099035659
n,n,n,y,n,y,y,y,n,n,n,n,c,1.064598896,-0.170551234
n,n,n,n,y,n,n,n,n,n,n,y,qc,1.064667574,-0.415022571
n,n,n,y,n,n,n,n,y,n,n,n,s6,1.065240037,-0.026477804
n,n,n,y,y,n,n,n,n,n,y,y,s7,1.06538291,0.079537815
n,n,n,n,n,n,n,n,n,y,n,y,s2,1.065611638,-0.018226342
n,n,n,n,y,n,n,n,y,n,n,n,s2,1.065664063,0.055147671
n,n,n,y,y,n,n,y,n,n,n,n,s8,1.065859532,0.076373658
n,n,n,y,y,n,n,n,y,n,y,n,s7,1.066250609,0.278788088
n,n,n,n,n,y,n,y,n,y,y,n,s6,1.066972202,0.003087904
n,n,n,n,n,y,n,y,n,n,n,n,s1,1.067119523,0.045598289
n,n,y,n,n,n,n,y,n,y,n,n,c,1.067125503,0.05855974
n,n,n,n,n,n,n,n,n,n,y,y,s3,1.067381486,0.156565973
n,n,n,n,n,n,y,n,n,y,y,y,s4,1.068068667,-0.115933333
n,n,n,n,y,n,n,n,y,n,n,n,s1,1.068340639,-0.127149422
n,n,y,n,n,n,n,n,n,n,n,y,s3,1.068515144,0.046521252
n,n,n,y,n,n,n,y,n,y,y,n,c,1.068545888,0.123537178
n,n,y,n,y,n,n,n,y,n,n,n,s5,1.068816831,-0.019384781
n,n,n,n,y,n,y,n,y,n,n,n,s3,1.069958605,0.136955174
n,n,n,n,n,y,y,n,y,n,n,y,s4,1.071401439,-0.300805572
n,n,n,y,y,n,n,n,n,n,y,n,c,1.071586876,0.041692542
n,n,n,y,y,y,y,n,n,n,n,n,c,1.071872367,-0.414185122
n,y,n,n,n,n,n,n,n,y,n,n,s2,1.07196938,-0.271277589
n,n,n,n,y,n,n,n,n,n,y,n,s0,1.072393243,0.147424301
n,n,n,n,y,y,n,n,n,n,n,y,s3,1.072494534,0.07515867
n,n,n,n,y,n,n,y,y,n,n,y,s6,1.072521862,0.098340653
n,y,n,n,n,n,n,n,n,n,y,n,s2,1.072701302,-0.094378525
n,n,y,n,n,n,n,y,n,n,y,n,s3,1.072760419,-0.291066693
n,n,y,y,n,n,n,n,n,n,n,n,s7,1.072878309,0.066195784
n,n,n,n,y,n,n,n,n,y,n,n,s6,1.073476801,0.036056238
n,n,n,n,n,n,y,n,y,y,n,y,s4,1.073594384,-0.146548566
n,n,n,n,n,n,y,n,y,y,y,y,s4,1.073978808,0.021891041
n,n,n,n,n,n,n,n,y,n,y,n,s5,1.074786219,-0.169533538
n,n,n,n,y,n,n,y,n,n,n,y,s9,1.075378645,-0.055802221
n,n,n,n,y,n,n,y,y,y,y,n,s6,1.07612436,-0.017701482
n,n,n,n,n,n,n,n,y,y,n,y,qc,1.076709632,-0.122803169
n,y,n,n,n,n,n,n,n,n,n,y,s5,1.076889948,-0.298506257
n,n,n,n,y,n,y,n,n,y,n,n,qc,1.076987778,-0.095965796
n,n,n,y,n,n,y,n,n,n,y,n,s9,1.077050719,0.107850927
n,n,n,y,y,n,n,n,n,n,n,n,c,1.077173052,0.03446185
n,y,n,n,n,n,n,n,y,n,n,n,s4,1.07728885,0.001468664
n,n,n,n,n,y,n,n,n,n,y,y,s1,1.077379692,-0.083758315
n,n,n,n,y,n,n,y,y,n,n,n,s2,1.077695311,0.194628003
n,n,n,y,y,y,n,n,n,n,n,n,s2,1.077953221,-0.091987754
n,n,n,n,y,y,y,n,y,n,n,y,qc,1.078039248,-0.176738505
n,n,n,n,n,y,y,n,n,y,y,n,s3,1.07805706,-0.42658742
n,n,n,y,y,n,n,y,n,y,n,n,c,1.079799349,-0.079204429
n,n,n,n,y,y,y,n,n,y,n,y,qc,1.079829539,-0.222785942
n,n,n,y,n,n,n,n,n,n,n,n,s0,1.080273072,0.195979263
n,n,n,n,n,y,n,y,y,y,y,n,s6,1.080444695,0.005604787
n,n,n,n,n,n,n,n,n,n,n,y,s5,1.080809351,0.067920237
n,n,n,n,n,y,y,y,y,n,y,n,s4,1.081179864,-0.473433172
n,n,n,n,n,n,n,y,n,n,n,n,s3,1.081268607,-0.007435696
n,n,n,n,y,y,n,n,n,y,n,y,s6,1.081817876,0.007435001
n,n,n,n,n,n,n,n,n,y,n,n,s2,1.082176686,-0.027227603
n,n,n,y,n,n,y,y,n,n,n,y,s9,1.08229344,-0.234075586
n,n,n,n,y,y,y,n,n,n,n,y,s3,1.082361697,0.107393545
n,n,n,n,y,n,n,y,y,n,n,y,s5,1.082463988,-0.111044792
n,y,n,n,n,n,n,n,n,n,n,n,s5,1.082473209,-0.112760944
n,n,n,n,n,y,n,y,n,n,n,n,s6,1.082986575,0.240131949
n,n,n,n,y,n,n,n,n,n,y,y,s5,1.083691932,-0.469053942
n,n,y,n,y,n,n,n,n,y,n,n,s5,1.085368271,-0.001394478
n,n,n,n,n,n,n,n,y,y,n,n,qc,1.085733514,-0.150052085
n,n,n,n,n,y,n,y,y,y,n,n,c,1.086356173,-0.026604734
n,n,n,n,n,n,n,y,y,y,n,n,s2,1.086532367,-0.061553586
n,n,y,n,n,y,n,n,n,y,n,n,s4,1.086585654,-0.127139692
n,n,n,n,n,n,n,n,y,y,n,n,s5,1.086832522,-0.211534747
n,n,n,y,n,n,n,y,n,n,y,y,s8,1.086967613,-0.029645289
n,y,n,n,n,y,n,n,n,n,n,n,s4,1.087401912,-1.93E-05
n,n,n,y,n,y,n,n,n,n,n,n,qc,1.087881565,-0.068208928
n,n,n,n,n,n,n,n,n,y,n,n,s5,1.088250946,0.075794514
n,n,n,n,n,n,y,y,y,n,n,n,c,1.088282741,-0.189513566
n,n,n,y,y,y,n,n,n,n,n,n,c,1.088504171,-0.008012583
n,n,n,n,n,y,n,n,n,n,y,y,s0,1.089109022,-0.11
n,n,y,n,n,n,n,y,n,n,y,n,s5,1.089810074,0.030592846
n,n,y,y,n,n,n,n,n,y,n,n,s7,1.090276801,0.166584308
n,n,n,n,n,n,y,y,y,n,y,n,s4,1.090755584,-0.288534237
n,n,n,y,y,n,n,n,n,y,n,y,s6,1.091121974,-0.024012898
n,n,n,n,n,n,n,y,n,n,n,n,s8,1.091206513,-0.017451251
n,n,n,y,y,y,n,n,n,n,y,n,s7,1.091495417,0.008002652
n,n,n,n,y,n,n,n,n,y,n,y,s6,1.091763493,0.054155321
n,n,n,y,n,y,y,n,y,n,n,n,s4,1.092223032,-0.276635353
n,n,n,y,n,y,n,y,y,n,n,n,s4,1.093162317,-0.232537628
n,n,n,y,y,n,n,n,y,n,n,y,s6,1.093696134,-0.004087313
n,n,n,y,y,n,n,n,y,n,n,n,s5,1.097126686,-0.048876718
n,n,n,n,n,n,y,n,n,y,y,n,s7,1.09808646,-0.070117001
n,n,n,n,y,n,n,y,n,n,y,y,s8,1.098288343,0.193788119
n,n,n,n,y,y,y,n,y,n,n,n,s7,1.098826468,-0.003093682
n,y,n,y,n,n,n,n,n,n,n,n,s4,1.099674004,0.042980532
n,n,y,y,n,n,n,n,y,n,n,n,c,1.099674048,-0.03942124
n,n,n,n,y,y,n,y,n,n,y,y,s6,1.100678405,0.223659818
n,n,y,n,y,n,n,n,n,n,y,n,c,1.101515062,-0.368731454
n,n,n,n,n,n,n,y,y,n,n,y,qc,1.101733894,-0.232737973
n,n,n,n,y,y,y,n,y,n,n,n,c,1.101796944,-0.094753209
n,n,n,y,n,n,n,n,n,n,n,n,s2,1.101882858,0.04167408
n,n,n,y,n,y,n,n,y,n,n,n,s2,1.10202586,-0.141745941
n,n,n,y,n,n,y,y,n,y,n,n,c,1.10216968,-0.176549479
n,n,n,n,n,n,y,n,n,n,y,n,s9,1.10252289,0.174331317
n,n,n,n,n,n,n,y,n,y,y,n,s6,1.102876381,0.014452319
n,n,n,n,n,y,n,y,y,y,n,n,s4,1.10287748,-0.042807309
n,n,n,y,n,n,n,n,n,y,n,y,s5,1.103507425,-0.090281185
n,n,n,n,n,n,n,n,n,n,y,y,s5,1.103529158,-1.32720063
n,n,n,n,n,n,y,y,n,n,y,y,s3,1.103919504,-0.237298985
n,n,n,n,n,n,n,n,n,y,y,y,s1,1.104734445,0.01195656
n,n,n,y,n,n,y,n,n,n,n,n,s4,1.105335342,0.052090217
n,n,n,n,n,n,n,n,y,n,y,y,s5,1.105694954,-0.09676045
n,n,n,y,n,n,n,n,y,n,n,n,s4,1.105826828,-0.115713774
n,n,n,y,n,n,n,n,y,n,n,n,qc,1.105854297,-0.032655981
n,n,n,n,n,n,n,y,n,n,n,n,s4,1.10592797,0.026273085
n,n,n,n,n,n,n,n,n,y,y,y,s7,1.106501331,0.114688716
n,n,n,y,n,n,n,n,y,n,n,n,s5,1.106818277,0.133346965
n,n,n,n,y,n,n,n,n,n,n,y,s6,1.107048327,-0.215080757
n,n,n,n,n,n,n,y,n,n,y,y,s2,1.10706276,-0.2899774
n,n,n,n,n,n,n,n,y,n,y,y,s3,1.107945139,-0.145255511
n,n,n,n,n,y,n,y,n,y,n,n,s4,1.10807998,0.044069771
n,n,y,n,n,n,n,y,n,y,n,n,qc,1.108131677,-0.176688014
n,n,n,n,y,n,y,n,y,n,n,n,c,1.108600258,-0.508057371
n,n,n,n,n,n,n,n,y,y,n,y,s3,1.10960861,-0.008321694
n,n,n,y,n,n,n,n,y,y,y,n,s5,1.109716186,-0.152569248
n,n,n,n,y,y,n,n,y,n,n,n,s2,1.109754206,-0.032945279
n,n,n,n,y,y,y,y,n,y,n,n,qc,1.109896886,-0.06599524
n,n,n,n,n,y,n,n,y,n,n,n,c,1.11017229,-0.090076669
n,n,n,y,y,y,n,n,n,n,n,y,s7,1.110276936,-0.426883507
n,n,n,y,y,n,n,n,n,n,n,n,s2,1.111190618,-0.074412211
n,n,n,n,y,n,n,n,y,n,n,y,s6,1.11152646,-0.057277368
n,n,y,n,n,y,n,n,n,n,y,n,s4,1.11154222,-0.09332595
n,n,n,n,n,n,n,y,n,y,n,n,c,1.111637282,-0.066623965
n,n,n,n,n,n,y,n,n,n,y,y,s7,1.111955553,0.224927024
n,n,n,n,y,n,n,n,n,n,y,n,s9,1.112012162,-0.165003127
n,n,n,y,n,n,y,n,n,y,n,n,qc,1.112092363,0.04665389
n,n,n,n,n,y,y,y,n,n,n,y,s4,1.1123908,-0.227000065
n,n,n,n,y,y,n,n,y,n,n,y,s6,1.112794655,0.07761558
n,n,n,y,n,y,n,n,n,n,n,n,s7,1.113566176,0.231618413
n,n,n,n,n,y,y,n,n,y,y,n,s7,1.114285212,-0.110911832
n,n,n,n,n,y,n,n,y,y,n,n,c,1.114316807,-0.782930949
n,n,n,n,n,n,n,y,y,y,y,n,s4,1.115321081,-0.018226209
n,n,n,y,n,n,n,y,n,n,n,y,s2,1.11709748,-0.263849186
n,n,n,n,n,n,n,n,y,n,n,n,qc,1.117339603,-0.042983622
n,n,y,n,n,n,n,y,y,n,n,n,s6,1.117753253,-0.223192586
n,n,n,y,n,n,y,n,n,n,n,n,qc,1.117865705,-0.360098453
n,n,n,y,n,n,n,n,y,n,n,n,s2,1.118576163,-0.070477494
n,n,n,n,n,y,n,y,n,n,n,y,s8,1.118814559,-0.478302919
n,n,n,n,n,y,n,n,n,n,n,y,s1,1.118817143,-0.093320268
n,n,n,y,n,y,y,n,n,n,n,y,s7,1.119133994,-0.606440481
n,n,n,n,y,n,n,y,n,n,y,n,s3,1.119732458,0.178495737
n,n,n,y,n,y,n,n,y,n,y,n,s7,1.120366093,-0.037729505
n,n,n,n,n,y,y,y,y,n,n,n,s3,1.120897661,-0.044358736
n,n,n,y,n,n,n,n,y,y,n,n,s2,1.121289982,-0.135888743
n,n,n,n,n,y,n,n,y,n,n,n,s2,1.122007543,0.038047768
n,n,n,n,n,n,n,y,y,y,n,y,s6,1.122366061,-0.47805216
n,y,n,n,n,n,n,n,n,n,n,y,s6,1.123540944,-0.057800316
n,n,y,n,y,n,y,n,n,n,n,n,s7,1.123603145,-0.031435584
n,n,n,y,n,y,n,n,n,y,n,y,s4,1.12380044,-0.291866032
n,n,n,y,y,n,n,y,n,n,y,n,s8,1.124144535,0.205007223
n,n,n,n,y,n,n,n,y,n,n,n,c,1.124163672,-0.208833604
n,n,n,n,n,y,n,y,n,n,n,n,s4,1.124968534,-0.2180136
n,y,n,n,n,n,n,n,n,y,n,n,c,1.125110606,-0.307804855
n,n,n,n,n,n,n,y,y,n,n,y,s6,1.125788664,-0.442664149
n,n,n,n,y,y,n,n,y,y,n,y,qc,1.126399686,-0.235832369
n,n,n,n,n,n,y,n,y,n,n,n,s1,1.127311937,-0.038959408
n,n,n,n,n,y,n,y,n,n,n,y,s9,1.127450701,-0.122713048
n,n,n,n,n,n,n,y,n,n,y,y,s3,1.128503982,-0.149948742
n,n,y,n,n,n,n,y,n,n,n,y,s9,1.129205449,0.104039558
n,n,y,n,n,n,n,n,y,n,n,y,s4,1.129239615,-0.242669455
n,n,n,n,n,y,n,y,n,n,n,y,qc,1.129308078,-0.306187739
n,n,n,y,y,n,n,n,n,y,n,n,s6,1.129348101,0.021594055
n,n,n,y,y,n,y,n,n,y,n,n,qc,1.129525916,-0.305580738
n,n,n,n,y,n,n,n,y,n,n,n,qc,1.129725936,-0.06577359
n,n,n,n,n,n,n,y,n,y,n,y,s4,1.13153135,-0.306342593
n,n,n,y,y,n,n,n,y,n,n,n,s2,1.132232654,-0.299856767
n,n,n,n,n,y,n,n,y,y,y,n,c,1.13223778,-0.360752997
n,n,n,n,y,y,n,y,n,y,n,y,s6,1.132345718,-0.322491275
n,n,n,n,n,n,y,y,n,y,n,n,s5,1.13305589,-0.238983769
n,n,n,n,n,y,n,y,n,n,n,n,s2,1.133085464,-0.11873256
n,n,n,y,n,n,n,n,n,n,y,n,c,1.133150949,-0.18696161
n,n,y,n,y,n,n,n,n,n,n,n,qc,1.133324281,-0.036870643
n,n,n,n,y,n,y,n,n,y,y,n,c,1.133446756,-0.246251056
n,n,n,n,y,y,n,n,y,y,n,n,qc,1.134736801,-0.103250424
n,n,n,n,n,n,y,y,y,y,n,n,s3,1.135682172,-0.249489689
n,n,n,n,y,y,y,n,n,y,n,y,s7,1.13572313,-0.01536413
n,n,n,n,n,n,y,n,n,n,y,n,s4,1.135728431,-0.13855298
n,n,n,y,n,y,n,n,n,n,y,n,s4,1.135792561,-0.341737436
n,n,n,y,n,n,n,n,n,n,n,y,s9,1.135891984,-0.097959023
n,n,y,n,n,n,y,n,n,n,n,y,s3,1.136125553,-0.078136575
n,n,n,n,y,n,n,n,n,n,n,n,s5,1.136238936,-0.016108966
n,n,n,n,y,y,n,n,y,n,n,n,qc,1.136520567,-0.091367593
n,n,n,n,n,n,n,n,n,y,n,y,s6,1.137423386,-0.098903727
n,n,n,n,n,n,y,n,y,n,n,y,s4,1.137524176,-0.106726636
n,n,n,n,y,n,n,n,y,y,n,y,s6,1.137543938,-0.185948348
y,n,n,n,n,n,n,n,n,n,n,n,s6,1.138358228,-0.071750611
n,n,y,n,n,y,n,n,n,n,n,y,s4,1.138668216,-0.593343856
n,n,n,y,n,n,n,y,n,y,n,n,s2,1.138742694,-0.185041324
n,n,n,n,n,y,n,n,n,y,n,n,s4,1.13937658,0.116376767
n,n,y,n,n,n,n,n,n,y,n,n,c,1.13980067,-0.159904762
n,n,n,n,n,y,y,y,n,y,n,n,c,1.140110601,-0.134944809
n,n,n,n,y,n,y,n,y,y,n,n,c,1.140284052,-0.155691986
n,n,n,n,n,y,n,y,y,n,y,y,s4,1.140382308,-0.186215585
n,n,n,y,n,n,n,n,n,y,n,y,qc,1.141049671,-0.189293517
n,n,n,n,n,n,y,n,y,n,n,y,s2,1.141535837,-0.023778629
n,n,n,n,n,y,n,y,y,n,n,y,qc,1.142359752,-0.065622944
n,n,y,n,n,y,n,n,n,y,n,n,qc,1.143400194,-0.063778113
n,n,n,n,n,n,n,y,n,y,n,n,qc,1.143833398,-0.053032137
n,y,n,n,n,n,n,n,y,n,n,n,s6,1.143892105,-0.065409692
n,n,n,n,y,n,n,n,n,y,n,y,s5,1.144082509,-0.392911909
n,n,n,n,n,y,n,n,n,n,y,y,s2,1.145702489,-0.777047487
n,n,n,n,n,n,n,n,y,y,y,y,s6,1.145989008,0.13552891
n,n,n,y,n,y,n,n,y,n,n,y,qc,1.146226652,-0.580829298
n,n,n,n,y,n,y,y,y,n,n,n,c,1.146799572,-0.21473211
n,n,n,n,y,n,y,y,y,y,n,n,qc,1.146851943,-0.472427632
n,n,n,n,n,n,y,n,n,n,n,y,s0,1.147039853,0.08807864
n,n,n,y,n,n,n,y,n,n,y,n,s5,1.147125471,-0.133376441
n,n,n,n,n,y,n,n,y,n,y,y,s3,1.147574597,-0.214192254
n,n,n,n,n,y,y,y,y,n,n,y,s4,1.14806465,-0.285193866
n,n,n,y,y,n,n,n,n,y,y,n,c,1.148408603,-0.147775883
n,n,n,y,y,n,y,n,n,n,y,n,s7,1.149332763,-0.750609177
n,n,n,n,n,y,y,n,n,n,y,y,s4,1.149547798,0.02484664
n,n,n,n,y,y,y,n,y,y,n,n,s7,1.150318457,0.161966615
n,n,y,n,y,n,n,n,n,n,n,n,s8,1.150357486,-0.201606571
n,n,n,n,n,y,n,n,n,y,y,y,s6,1.150537844,-0.04329555
n,n,n,y,n,y,y,y,n,n,n,n,s4,1.150613381,-0.215002248
n,n,n,n,y,y,n,y,y,y,n,n,qc,1.150623711,-0.32208616
n,n,n,y,n,y,n,n,n,y,y,n,s6,1.1508006,0.131455496
n,n,y,n,n,n,n,n,n,y,n,y,s6,1.150899874,0.021865513
n,n,n,n,y,n,n,n,n,y,y,n,s6,1.151768636,-0.284216099
n,y,n,n,n,n,n,n,n,n,n,n,s6,1.151969,-0.095040505
n,n,y,n,y,n,n,n,n,n,n,y,s6,1.152330628,-0.044921228
n,n,y,y,y,n,n,n,n,n,n,n,c,1.152781561,-0.604627129
n,n,n,n,y,y,n,y,n,n,n,n,qc,1.152981406,-0.135259991
n,n,n,n,y,n,n,y,n,n,n,y,s6,1.153258818,-0.629188519
n,n,n,n,n,n,n,n,n,y,y,y,s6,1.153379204,-0.270656509
n,n,n,n,n,y,y,y,y,n,y,n,c,1.153800989,-0.207401834
n,n,n,n,n,y,y,n,y,y,n,n,s4,1.154146116,-0.125227007
n,n,y,y,n,n,n,n,n,n,n,y,s8,1.154245149,-0.349763842
n,n,n,n,n,n,n,n,n,y,n,y,s5,1.15428658,-0.187191543
n,n,n,n,y,n,n,n,n,y,n,y,s2,1.15448918,-0.010189482
n,n,n,n,n,y,n,n,y,y,n,n,qc,1.154682096,-0.56752355
n,n,y,y,n,n,y,n,n,n,n,n,s9,1.154747034,-0.066672729
n,n,n,n,y,n,n,n,n,n,n,n,c,1.15482697,0.035452257
n,n,n,n,n,n,y,y,n,n,n,y,s2,1.155054529,-0.255128712
n,n,n,y,n,y,n,n,y,n,n,y,s4,1.155187143,-0.183290153
n,n,y,n,n,n,n,n,n,y,y,n,s5,1.155236656,-0.23564481
n,n,n,n,n,n,n,y,y,n,n,n,qc,1.155650825,-0.008886102
n,n,y,n,y,n,y,n,n,n,n,n,c,1.155752498,-0.242801643
n,n,n,n,n,y,n,n,n,y,n,n,qc,1.156042475,-0.184235528
n,n,n,y,y,n,y,y,n,n,n,n,c,1.157636354,-0.087435418
n,n,y,y,n,n,n,n,n,n,n,n,s6,1.158241151,-0.017772135
n,n,y,y,n,n,n,y,n,n,n,n,s6,1.158285681,-0.330679318
n,n,y,n,y,y,n,n,n,n,n,n,s3,1.159045094,-0.410277917
n,n,n,n,n,n,y,n,y,n,n,y,s3,1.159483564,-0.252639192
n,n,y,y,n,n,n,n,n,y,n,n,qc,1.159713162,-0.123797927
n,n,n,y,y,n,n,n,n,n,y,n,s5,1.160124348,-0.15075003
n,n,n,n,n,n,y,n,n,n,n,n,qc,1.160934226,-0.017018676
n,n,y,n,n,n,n,n,y,y,n,n,s6,1.160968539,-0.270484435
n,n,n,n,n,n,n,n,n,y,y,n,s2,1.161012712,-0.10881827
n,n,y,n,y,n,n,n,n,y,n,n,s7,1.161242831,-0.099108188
n,n,n,n,n,n,y,n,n,n,n,y,s2,1.161807606,-0.205687411
n,n,n,n,y,y,n,n,n,n,n,n,s1,1.162254501,0.065520307
n,y,n,n,n,n,y,n,n,n,n,n,s9,1.162291652,0.052452026
n,n,y,y,n,n,n,n,n,n,y,n,c,1.162509041,-0.34355863
n,y,n,n,n,n,n,n,n,y,n,n,s5,1.162534859,-0.090124947
n,n,n,n,n,y,y,n,y,y,y,n,s7,1.162865908,-0.127900943
n,y,n,n,n,y,n,n,n,n,n,n,s8,1.16325649,-1.076580536
n,n,n,y,n,n,n,y,y,y,n,n,s6,1.164526807,-0.561431796
n,n,n,n,n,n,n,n,n,y,y,n,s3,1.16457859,-0.425467005
n,n,n,n,n,y,n,y,y,n,y,n,c,1.164960612,-0.236434421
n,n,n,n,y,n,y,n,n,n,n,n,s9,1.165064968,-0.334866556
n,n,n,y,n,n,n,n,n,n,y,y,s1,1.165497741,-0.044963494
n,n,y,y,y,n,n,n,n,n,n,n,s7,1.165687868,-0.30269167
n,n,y,n,y,n,n,n,n,n,n,y,s5,1.166034032,0.023369792
n,n,n,y,y,n,n,n,y,n,y,n,s5,1.166040027,-0.373017387
